surface_m2,nb_chambres,quartier,annee_construction,garage,prix
150,5,Quartier Résidentiel,1952,0,475700
133,5,Centre-Ville,2003,0,671700
83,3,Banlieue Sud,1959,0,195400
77,2,Banlieue Nord,1963,1,255600
95,4,Banlieue Sud,1958,1,290900
65,2,Quartier Résidentiel,2020,1,277500
75,3,Banlieue Sud,2012,0,231300
111,4,Banlieue Sud,2008,1,352700
67,2,Quartier Résidentiel,1986,1,339000
66,1,Quartier Résidentiel,1976,1,255100
174,7,Banlieue Nord,1971,1,442700
50,1,Quartier Résidentiel,2022,1,219000
90,3,Banlieue Sud,1992,0,261700
127,5,Zone Industrielle,2023,1,266000
48,1,Banlieue Sud,1990,0,118000
57,2,Quartier Résidentiel,1951,1,234600
137,5,Zone Industrielle,1996,1,264500
75,2,Banlieue Sud,1965,1,223600
110,5,Banlieue Nord,2006,0,358600
38,1,Zone Industrielle,1984,1,100800
133,4,Quartier Résidentiel,1954,1,458500
36,1,Quartier Résidentiel,1989,1,153800
162,6,Banlieue Sud,1962,0,459600
137,6,Banlieue Sud,1998,1,355800
144,6,Centre-Ville,1986,1,760400
118,4,Quartier Résidentiel,1950,1,429000
152,6,Centre-Ville,2013,1,821600
83,3,Quartier Résidentiel,1960,0,302200
90,2,Quartier Résidentiel,1995,1,404100
206,7,Quartier Résidentiel,2014,0,778800
43,2,Quartier Résidentiel,1967,0,153700
113,4,Quartier Résidentiel,1981,0,390900
217,8,Quartier Résidentiel,2024,0,927900
27,1,Quartier Résidentiel,1974,1,115900
103,4,Banlieue Sud,1979,0,255500
,2,Banlieue Sud,1975,1,297900
119,4,Zone Industrielle,1999,0,224200
43,1,Zone Industrielle,1979,1,98100
89,3,Centre-Ville,1971,1,509000
279,10,Centre-Ville,2016,1,1750300
66,2,Centre-Ville,2002,0,379900
77,4,Banlieue Sud,1985,1,232800
103,3,Quartier Résidentiel,1971,0,364300
111,3,Zone Industrielle,1979,0,226000
87,4,Quartier Résidentiel,1966,1,312000
153,5,Banlieue Sud,1967,1,349700
57,2,Banlieue Nord,2000,0,204300
68,3,Zone Industrielle,1966,1,131500
49,1,Centre-Ville,1950,1,261200
173,7,Banlieue Sud,2000,0,443300
85,3,Banlieue Sud,2014,1,319700
89,3,Quartier Résidentiel,1962,1,298800
154,6,Quartier Résidentiel,1971,0,463900
89,3,Quartier Résidentiel,2005,1,383600
129,4,Banlieue Sud,1989,0,400100
101,3,Banlieue Sud,1988,1,2724000
45,2,Quartier Résidentiel,1982,1,194900
93,4,Banlieue Nord,1988,0,234500
112,4,Centre-Ville,1973,0,568200
85,3,Banlieue Sud,1958,1,193500
176,6,Quartier Résidentiel,2017,1,738900
94,3,Zone Industrielle,1953,1,217700
22,1,Banlieue Sud,1961,1,82000
128,4,Banlieue Sud,1973,1,302000
108,4,Zone Industrielle,1964,0,207800
106,4,Banlieue Sud,2008,0,334900
154,6,Quartier Résidentiel,1982,1,666000
78,3,Quartier Résidentiel,2013,0,329900
145,5,Zone Industrielle,1951,1,261600
108,4,Centre-Ville,1965,1,534900
50,1,Quartier Résidentiel,1976,1,206400
63,2,Banlieue Nord,2020,0,218000
60,2,Quartier Résidentiel,1952,1,234700
78,4,Banlieue Nord,1966,1,213900
222,9,Quartier Résidentiel,2024,0,1052600
25,1,Quartier Résidentiel,1980,1,106400
87,3,Quartier Résidentiel,1951,1,273200
116,4,Banlieue Sud,1951,1,277200
64,3,Banlieue Nord,1982,0,191100
63,2,Quartier Résidentiel,2010,0,255200
89,3,Banlieue Nord,1983,0,273800
178,7,Zone Industrielle,2014,1,365900
97,4,Banlieue Nord,1964,1,319200
148,6,Quartier Résidentiel,1988,0,704200
32,1,Quartier Résidentiel,1996,1,135300
41,1,Zone Industrielle,1982,1,97600
131,5,Quartier Résidentiel,1996,0,615800
98,3,Banlieue Sud,2020,0,258000
63,3,Zone Industrielle,1978,0,128700
59,3,Quartier Résidentiel,1980,1,227600
57,2,Zone Industrielle,1994,1,145800
67,2,Banlieue Nord,1997,0,174800
42,2,Banlieue Nord,1954,0,120700
59,2,Quartier Résidentiel,1955,0,177300
65,2,Quartier Résidentiel,1974,1,231000
87,4,Banlieue Nord,2011,1,293200
47,1,Zone Industrielle,1954,0,86500
47,1,Banlieue Sud,1986,1,137800
274,10,Zone Industrielle,1996,1,529500
206,9,Banlieue Nord,1975,0,573000
135,5,Quartier Résidentiel,1956,1,509100
318,10,Quartier Résidentiel,2008,0,1349500
122,4,Banlieue Nord,1957,1,380600
133,4,Banlieue Nord,1982,1,407400
124,5,Banlieue Nord,1986,1,398300
52,1,Banlieue Nord,1996,0,163900
64,2,Quartier Résidentiel,2010,1,249300
177,7,Quartier Résidentiel,2014,1,648800
140,5,Zone Industrielle,1990,0,245400
80,2,Banlieue Sud,2015,1,241000
64,3,Banlieue Nord,2022,0,208000
35,1,Quartier Résidentiel,2019,0,159300
138,5,Zone Industrielle,1959,1,233100
52,1,Banlieue Nord,1953,1,175100
89,3,Quartier Résidentiel,1964,1,327100
51,2,Banlieue Nord,1982,0,182500
74,2,Banlieue Sud,1993,1,177000
77,2,Banlieue Nord,1962,0,231800
93,3,Banlieue Sud,1974,0,244400
118,4,Quartier Résidentiel,2015,1,437100
68,1,Banlieue Sud,1970,1,230600
130,5,Zone Industrielle,2000,1,307600
89,3,Zone Industrielle,1976,1,178900
43,1,Quartier Résidentiel,2018,1,180100
77,3,Banlieue Sud,1960,1,214200
49,1,Banlieue Nord,2011,0,160800
38,1,Centre-Ville,2024,1,285300
99,3,Centre-Ville,2015,1,602600
56,1,Zone Industrielle,1968,0,109500
203,8,Quartier Résidentiel,1974,0,782700
145,6,Banlieue Sud,1994,0,423000
31,1,Banlieue Nord,1972,0,80700
26,1,Quartier Résidentiel,1957,1,85700
63,2,Banlieue Nord,1953,1,204800
37,1,Banlieue Sud,2018,0,104900
23,1,Quartier Résidentiel,2013,1,80800
66,3,Banlieue Nord,1982,1,176700
40,1,Banlieue Sud,2024,1,129000
72,3,Centre-Ville,1951,1,253900
55,2,Banlieue Sud,2022,1,186600
90,3,Banlieue Sud,1999,0,253100
116,3,Banlieue Sud,1993,1,340700
57,1,Banlieue Nord,1998,1,188800
120,4,Banlieue Nord,1999,1,389400
139,4,Banlieue Nord,1979,1,368200
41,1,Banlieue Sud,2018,1,112700
81,3,Quartier Résidentiel,2024,0,348700
103,4,Zone Industrielle,1967,1,203200
202,8,Banlieue Nord,2010,0,648500
134,5,Banlieue Nord,2003,1,324800
48,2,Banlieue Nord,2005,0,136500
217,9,Banlieue Sud,1962,0,600000
137,5,Banlieue Sud,2022,1,404200
139,4,Quartier Résidentiel,1968,1,547900
48,2,Quartier Résidentiel,2006,1,216600
140,5,Quartier Résidentiel,2013,1,555100
112,4,Quartier Résidentiel,1982,1,465200
31,1,Quartier Résidentiel,1976,1,135900
52,2,Centre-Ville,1952,0,246900
85,3,Quartier Résidentiel,2024,0,327600
103,4,Centre-Ville,1978,1,596600
177,7,Banlieue Sud,1965,1,474500
73,2,Quartier Résidentiel,2009,1,278900
77,3,Centre-Ville,1973,0,378300
115,4,Zone Industrielle,2008,0,230600
84,2,Banlieue Sud,2015,1,255600
73,3,Banlieue Nord,1988,1,256600
20,1,Quartier Résidentiel,2004,1,81800
123,4,Zone Industrielle,1995,0,237000
76,3,Quartier Résidentiel,2020,1,321900
95,4,Banlieue Sud,1966,1,256000
119,4,Quartier Résidentiel,2016,1,500500
76,3,Banlieue Nord,2022,0,249700
129,4,Banlieue Nord,2019,1,424500
56,2,Banlieue Nord,1982,1,173800
36,1,Quartier Résidentiel,1958,0,126500
182,7,Banlieue Sud,1978,1,454700
39,2,Banlieue Sud,1959,0,110500
210,8,Banlieue Sud,2019,0,634800
308,10,Zone Industrielle,1956,1,624800
119,4,Quartier Résidentiel,1952,0,438600
,3,Banlieue Nord,1999,1,346200
89,2,Quartier Résidentiel,1970,0,303000
127,4,Quartier Résidentiel,1971,0,474800
233,9,Banlieue Nord,2011,0,657800
169,6,Quartier Résidentiel,2003,1,611700
118,4,Banlieue Sud,1957,0,292800
47,1,Banlieue Sud,1958,0,138800
32,1,Quartier Résidentiel,1975,0,135700
131,4,Banlieue Sud,2002,0,394700
182,6,Zone Industrielle,1955,1,311100
145,5,Banlieue Sud,1991,0,426500
90,3,Banlieue Nord,1965,1,235200
35,1,Quartier Résidentiel,1982,1,144400
134,4,Quartier Résidentiel,1992,1,487100
88,3,Banlieue Nord,1995,0,274100
68,2,Banlieue Nord,1995,1,225800
26,1,Banlieue Sud,2014,1,80800
85,3,Quartier Résidentiel,1981,1,381300
100,3,Banlieue Sud,1954,0,212500
50,1,Quartier Résidentiel,2005,0,218400
90,3,Banlieue Sud,2021,0,260300
123,5,Banlieue Sud,1959,1,385300
42,1,Banlieue Nord,2008,1,121300
122,5,Banlieue Sud,2005,1,372600
60,2,Quartier Résidentiel,1959,0,237200
46,2,Centre-Ville,1987,1,235000
,2,Centre-Ville,1969,0,445100
121,4,Banlieue Sud,1961,1,345800
151,5,Banlieue Nord,2011,1,582800
77,3,Banlieue Sud,1994,1,244200
49,1,Quartier Résidentiel,1954,1,181100
200,7,Banlieue Sud,1990,0,610800
87,2,Quartier Résidentiel,1967,0,342200
106,4,Banlieue Sud,1986,0,311700
64,3,Centre-Ville,1984,1,360200
178,7,Banlieue Nord,1952,1,591300
80,3,Quartier Résidentiel,1988,0,259200
99,3,Centre-Ville,1962,1,394500
40,1,Zone Industrielle,1974,1,85800
55,2,Centre-Ville,2004,0,359800
193,7,Banlieue Sud,1992,1,550900
39,1,Zone Industrielle,1969,1,87400
44,1,Banlieue Nord,1955,1,118600
109,5,Centre-Ville,1991,0,495800
101,4,Quartier Résidentiel,1971,1,433400
94,4,Banlieue Nord,2013,0,300900
62,2,Banlieue Nord,1983,1,190300
35,2,Zone Industrielle,2016,1,83900
44,2,Zone Industrielle,1951,1,89900
34,1,Centre-Ville,1957,0,179100
90,3,Banlieue Sud,2024,1,308100
51,2,Banlieue Sud,1980,0,158300
55,2,Banlieue Sud,1970,0,138000
88,4,Quartier Résidentiel,1995,1,288900
102,3,Banlieue Nord,2012,0,323100
69,2,Zone Industrielle,1986,0,127000
52,1,Quartier Résidentiel,2019,0,259600
76,2,Banlieue Sud,1985,1,237100
27,1,Centre-Ville,1994,1,144600
59,2,Quartier Résidentiel,1975,1,268200
59,2,Quartier Résidentiel,1958,1,207100
108,4,Banlieue Sud,1998,0,307500
155,5,Quartier Résidentiel,2006,1,589200
72,2,Quartier Résidentiel,2019,1,344100
46,2,Banlieue Sud,1964,0,123400
139,4,Banlieue Nord,1995,0,488600
54,3,Centre-Ville,1959,1,242300
192,8,Banlieue Sud,2004,0,507600
234,8,Banlieue Nord,1955,1,618200
132,5,Centre-Ville,1970,1,785300
24,1,Centre-Ville,1969,1,154700
206,7,Centre-Ville,1991,1,1251900
156,6,Centre-Ville,2016,1,970100
68,2,Banlieue Sud,1998,0,197600
136,5,Banlieue Nord,1964,1,395700
66,2,Banlieue Sud,1982,0,167700
110,5,Quartier Résidentiel,2001,1,429800
55,1,Quartier Résidentiel,1981,1,222800
102,3,Centre-Ville,1973,0,587300
52,1,Centre-Ville,1965,0,248600
35,1,Quartier Résidentiel,1970,1,137100
70,3,Centre-Ville,2024,1,474500
93,3,Banlieue Nord,2020,0,291000
105,4,Quartier Résidentiel,2009,1,427200
59,2,Banlieue Sud,1986,1,193900
71,2,Quartier Résidentiel,1968,1,276400
68,1,Banlieue Nord,2006,0,174100
112,5,Banlieue Sud,1991,1,358600
32,1,Quartier Résidentiel,1953,0,119700
52,2,Banlieue Nord,1990,1,155600
92,3,Banlieue Nord,1963,1,272000
190,6,Quartier Résidentiel,1987,0,784200
148,6,Banlieue Nord,2006,1,362000
88,3,Quartier Résidentiel,2017,1,340200
56,2,Banlieue Sud,2010,1,199600
148,6,Zone Industrielle,1962,1,296200
126,4,Banlieue Sud,1954,1,318300
68,4,Quartier Résidentiel,2004,1,317100
53,2,Banlieue Nord,2004,0,183600
96,3,Banlieue Sud,1976,1,283000
45,2,Centre-Ville,2006,1,242500
84,3,Banlieue Sud,1961,1,223100
48,2,Centre-Ville,1998,0,286800
112,4,Centre-Ville,1966,1,591100
150,6,Centre-Ville,1983,1,773700
196,7,Banlieue Nord,1966,0,595300
67,2,Quartier Résidentiel,1955,0,242400
155,6,Banlieue Nord,1991,0,415100
153,5,Banlieue Sud,1999,0,371900
67,2,Quartier Résidentiel,2019,1,283400
83,3,Banlieue Nord,2008,0,281300
40,1,Banlieue Nord,2020,1,119200
270,10,Quartier Résidentiel,1963,1,978900
169,6,Banlieue Sud,1995,1,506200
106,4,Banlieue Sud,1995,0,238200
99,3,Centre-Ville,2015,1,638100
60,2,Quartier Résidentiel,1975,0,257000
290,10,Banlieue Sud,1969,1,772400
266,10,Banlieue Sud,2014,0,824900
125,5,Zone Industrielle,1967,1,233800
66,2,Zone Industrielle,1989,1,136800
158,6,Banlieue Nord,1995,0,434000
168,6,Quartier Résidentiel,1989,1,666600
51,1,Banlieue Nord,1977,1,174700
75,3,Banlieue Sud,1971,1,190000
99,4,Banlieue Sud,2022,1,324400
61,2,Centre-Ville,2013,1,372000
143,4,Banlieue Nord,1951,0,357700
75,3,Banlieue Sud,1962,1,182000
126,4,Quartier Résidentiel,1952,0,423800
71,3,Quartier Résidentiel,1968,0,282000
278,10,Banlieue Sud,2000,1,863200
156,6,Quartier Résidentiel,2020,1,672400
196,7,Zone Industrielle,1964,1,363700
77,2,Zone Industrielle,1959,1,142700
131,5,Quartier Résidentiel,1965,1,522000
55,2,Zone Industrielle,2011,0,128500
30,1,Quartier Résidentiel,2005,0,122000
98,4,Banlieue Sud,1976,1,261100
76,3,Banlieue Sud,2021,0,221400
,2,Zone Industrielle,1975,0,162800
65,2,Banlieue Sud,1996,1,208800
93,3,Quartier Résidentiel,2003,0,345200
130,5,Banlieue Nord,1968,1,381300
279,10,Banlieue Sud,2023,1,615000
144,5,Banlieue Sud,2009,1,432100
39,1,Quartier Résidentiel,1965,0,128500
140,5,Zone Industrielle,2019,1,288900
58,1,Quartier Résidentiel,1995,0,235700
127,5,Banlieue Sud,1987,1,412900
36,2,Banlieue Sud,2022,1,123900
,2,Centre-Ville,1971,1,325600
97,4,Quartier Résidentiel,1981,0,382200
210,8,Centre-Ville,2012,1,1234400
89,3,Quartier Résidentiel,1968,1,369600
39,2,Quartier Résidentiel,1974,0,149500
205,8,Quartier Résidentiel,2017,1,838100
38,1,Zone Industrielle,2022,1,113000
89,4,Banlieue Sud,2022,1,233400
,2,Banlieue Nord,2011,0,231500
223,8,Quartier Résidentiel,1985,1,803100
151,5,Centre-Ville,1952,1,732100
87,4,Banlieue Nord,1974,1,286200
167,6,Quartier Résidentiel,1995,0,543000
80,2,Banlieue Nord,1995,0,235000
58,1,Banlieue Sud,2010,0,196100
108,3,Quartier Résidentiel,1996,1,406600
56,2,Centre-Ville,1954,1,257900
81,2,Quartier Résidentiel,1954,0,307400
96,3,Zone Industrielle,2000,0,222800
94,3,Centre-Ville,1979,1,535900
79,2,Zone Industrielle,2021,1,160400
110,3,Banlieue Sud,2007,0,357500
52,2,Quartier Résidentiel,1963,1,228900
82,3,Centre-Ville,1979,1,417100
192,8,Banlieue Nord,1960,1,586000
64,2,Centre-Ville,2001,0,376900
197,8,Quartier Résidentiel,1951,1,625000
55,2,Centre-Ville,1993,1,335100
42,1,Centre-Ville,1960,0,209700
213,7,Quartier Résidentiel,1965,0,864100
203,7,Centre-Ville,1955,1,963200
37,1,Quartier Résidentiel,1990,1,168300
31,1,Banlieue Nord,1977,1,121200
54,2,Centre-Ville,2019,1,404400
87,3,Zone Industrielle,1955,1,179300
91,4,Banlieue Sud,1962,1,227800
65,2,Quartier Résidentiel,1978,0,270100
179,7,Banlieue Sud,1985,0,510400
122,4,Zone Industrielle,2004,1,258300
125,5,Zone Industrielle,2019,1,279900
92,3,Banlieue Sud,1963,0,238200
45,2,Quartier Résidentiel,1984,1,178500
220,9,Quartier Résidentiel,1951,1,835200
96,3,Banlieue Sud,1956,0,263200
31,1,Quartier Résidentiel,1962,1,123900
44,2,Banlieue Sud,1969,1,141100
74,2,Zone Industrielle,2006,0,147300
54,2,Quartier Résidentiel,1956,0,182400
48,2,Banlieue Nord,1953,1,147500
58,1,Banlieue Sud,1985,1,162000
65,3,Centre-Ville,2021,1,359100
124,5,Quartier Résidentiel,1973,1,445200
69,2,Quartier Résidentiel,2017,1,337300
35,1,Quartier Résidentiel,2003,1,175100
96,4,Banlieue Sud,1952,1,275500
26,1,Banlieue Nord,2010,1,75700
58,3,Banlieue Sud,2019,1,225500
73,3,Banlieue Sud,2017,0,219800
96,4,Centre-Ville,1971,1,524000
196,8,Centre-Ville,1999,1,1125700
85,3,Banlieue Sud,2007,1,245100
70,2,Quartier Résidentiel,1978,1,303800
41,2,Quartier Résidentiel,2012,1,174900
28,1,Banlieue Sud,1994,0,78100
153,5,Banlieue Nord,1995,0,506400
168,6,Quartier Résidentiel,2020,0,514700
61,1,Centre-Ville,1959,0,307200
45,2,Banlieue Sud,2016,1,142700
74,1,Quartier Résidentiel,1968,0,291200
82,2,Banlieue Sud,2024,0,260600
130,4,Quartier Résidentiel,2015,0,663400
50,1,Centre-Ville,1955,1,297300
134,5,Quartier Résidentiel,1968,1,431400
123,5,Banlieue Sud,2011,1,416300
85,3,Quartier Résidentiel,1972,0,288100
230,8,Zone Industrielle,1995,1,506700
144,6,Quartier Résidentiel,1968,0,528500
52,2,Centre-Ville,2023,0,279200
42,1,Quartier Résidentiel,1999,1,195500
59,2,Quartier Résidentiel,1997,0,218500
163,6,Banlieue Nord,1983,1,500400
110,4,Banlieue Nord,1993,1,311000
72,2,Zone Industrielle,1953,1,179500
24,1,Banlieue Sud,2001,0,75700
28,1,Zone Industrielle,1999,0,59300
124,5,Banlieue Nord,1988,1,350900
108,4,Banlieue Sud,2017,1,355400
108,3,Banlieue Nord,1997,1,376900
238,9,Centre-Ville,1955,1,1255100
71,3,Banlieue Nord,1977,0,206700
139,5,Banlieue Sud,1974,1,469400
90,3,Zone Industrielle,2001,1,205300
51,2,Quartier Résidentiel,1988,0,201600
65,4,Banlieue Sud,2011,1,260500
104,3,Quartier Résidentiel,1987,0,359500
112,5,Banlieue Nord,2014,0,383700
44,2,Quartier Résidentiel,2006,1,211500
61,2,Banlieue Sud,1972,1,167300
41,1,Quartier Résidentiel,1993,1,184600
59,3,Banlieue Nord,1994,1,202800
53,2,Centre-Ville,1994,1,284600
168,7,Centre-Ville,1981,0,872700
47,2,Banlieue Nord,1953,1,150900
135,5,Centre-Ville,1957,1,780100
81,2,Banlieue Sud,1953,0,201100
90,3,Quartier Résidentiel,1999,1,363000
77,3,Centre-Ville,1972,1,387400
134,4,Banlieue Nord,1992,1,407300
76,3,Centre-Ville,1991,1,446800
,3,Quartier Résidentiel,1990,1,264100
46,1,Quartier Résidentiel,2015,1,237500
130,5,Centre-Ville,1968,0,734900
103,3,Centre-Ville,1999,0,496900
123,4,Banlieue Sud,1978,1,390900
83,3,Banlieue Sud,1997,1,247200
57,2,Quartier Résidentiel,1952,1,227700
76,2,Centre-Ville,1982,1,483600
127,5,Centre-Ville,1986,0,670900
85,3,Banlieue Sud,1971,1,200400
78,3,Quartier Résidentiel,1952,0,275900
160,6,Centre-Ville,1995,1,790100
100,3,Quartier Résidentiel,1961,1,407000
66,2,Zone Industrielle,1977,1,133000
91,3,Quartier Résidentiel,1967,1,339700
87,3,Quartier Résidentiel,1957,0,293200
147,6,Banlieue Sud,2020,1,389600
78,2,Quartier Résidentiel,1970,0,268700
171,6,Quartier Résidentiel,2024,1,791800
154,5,Quartier Résidentiel,1987,1,496200
80,4,Centre-Ville,1958,1,428800
92,3,Banlieue Sud,1983,1,286900
232,10,Quartier Résidentiel,1974,0,829000
54,1,Banlieue Sud,1997,1,184600
68,3,Banlieue Nord,2008,1,188200
181,6,Centre-Ville,2006,1,1090500
70,2,Quartier Résidentiel,2013,1,296600
89,4,Banlieue Nord,1980,1,248800
53,2,Centre-Ville,1976,0,293800
120,4,Quartier Résidentiel,1979,1,526100
54,1,Zone Industrielle,2014,0,127200
50,2,Zone Industrielle,1997,0,111800
188,7,Banlieue Nord,1979,1,519200
125,4,Banlieue Nord,1951,0,233100
62,3,Banlieue Nord,1994,0,191000
31,1,Zone Industrielle,1976,0,56400
117,4,Quartier Résidentiel,2004,1,482800
35,1,Quartier Résidentiel,2024,1,134400
130,4,Banlieue Nord,2005,1,400200
115,4,Zone Industrielle,2012,0,254000
67,2,Banlieue Nord,2021,1,219700
42,2,Banlieue Sud,1965,1,127300
54,2,Centre-Ville,1962,0,304000
64,3,Zone Industrielle,2016,0,131200
286,10,Quartier Résidentiel,1962,1,1166100
196,7,Banlieue Sud,2008,0,513100
137,6,Centre-Ville,1978,1,853400
43,1,Banlieue Nord,2016,1,141600
25,1,Quartier Résidentiel,1996,1,124200
116,4,Banlieue Nord,1966,0,360400
65,2,Quartier Résidentiel,1961,1,229200
138,5,Zone Industrielle,1974,0,237700
103,3,Banlieue Nord,1962,1,314900
309,10,Centre-Ville,1959,1,1940100
136,5,Quartier Résidentiel,1966,0,437200
74,3,Quartier Résidentiel,1955,1,248200
219,9,Banlieue Sud,1985,1,570300
204,7,Banlieue Sud,2012,1,666800
102,4,Banlieue Sud,1981,1,253700
138,6,Zone Industrielle,2011,1,277800
115,4,Centre-Ville,1964,0,519300
101,4,Centre-Ville,2007,1,569400
59,2,Quartier Résidentiel,1986,1,250500
160,6,Quartier Résidentiel,1974,1,583600
79,2,Banlieue Nord,2022,1,242100
23,1,Banlieue Nord,1979,0,87200
190,7,Quartier Résidentiel,1962,1,757500
100,3,Banlieue Sud,1987,1,230800
72,2,Quartier Résidentiel,1995,1,339400
,2,Centre-Ville,1953,1,466100
66,1,Banlieue Nord,1968,0,213300
101,3,Quartier Résidentiel,1953,1,393000
100,4,Quartier Résidentiel,1955,0,336600
220,7,Quartier Résidentiel,1991,0,819600
68,1,Quartier Résidentiel,2015,0,284700
191,7,Banlieue Nord,2003,1,695600
38,2,Centre-Ville,1955,1,189200
160,6,Quartier Résidentiel,1975,1,591900
64,2,Banlieue Nord,1960,1,181100
28,1,Quartier Résidentiel,2017,1,119400
30,1,Quartier Résidentiel,1984,0,115000
125,4,Centre-Ville,2002,1,685300
51,2,Quartier Résidentiel,1995,0,190800
57,2,Banlieue Nord,1961,0,184800
30,1,Quartier Résidentiel,1964,0,95500
111,3,Quartier Résidentiel,1987,1,417900
88,3,Banlieue Nord,2013,1,293700
49,2,Zone Industrielle,1954,1,105300
153,4,Banlieue Sud,1959,1,429500
32,2,Banlieue Sud,1984,1,88900
184,7,Quartier Résidentiel,1958,0,441500
67,2,Quartier Résidentiel,1955,0,229800
95,3,Banlieue Sud,1983,0,286000
,7,Centre-Ville,2019,1,1080500
48,2,Banlieue Sud,1998,1,143500
107,4,Centre-Ville,2006,1,643400
119,4,Banlieue Nord,1967,1,347600
104,3,Banlieue Sud,1955,0,293700
105,4,Centre-Ville,1964,1,564600
36,1,Quartier Résidentiel,1970,1,157900
63,2,Centre-Ville,2024,0,279500
113,3,Banlieue Nord,1984,1,351300
243,8,Quartier Résidentiel,2015,1,975100
76,2,Banlieue Sud,1979,1,216800
73,2,Quartier Résidentiel,1959,1,283900
88,3,Banlieue Sud,1993,0,279600
59,1,Centre-Ville,2020,1,365900
55,1,Banlieue Sud,2022,1,171700
63,1,Quartier Résidentiel,2017,1,281700
74,2,Quartier Résidentiel,1976,0,264000
180,7,Zone Industrielle,2023,1,422900
58,2,Quartier Résidentiel,2019,1,224800
25,1,Quartier Résidentiel,2000,0,84300
50,2,Banlieue Sud,1974,1,161600
,1,Banlieue Sud,1993,1,197400
145,6,Zone Industrielle,1974,1,354100
250,10,Banlieue Nord,1988,0,782300
139,5,Centre-Ville,2019,1,864900
132,5,Quartier Résidentiel,1959,1,444300
145,5,Zone Industrielle,1957,1,314900
133,5,Quartier Résidentiel,2014,0,547600
45,1,Quartier Résidentiel,1958,1,177000
81,4,Quartier Résidentiel,1982,1,344300
56,2,Zone Industrielle,1981,1,136800
53,2,Banlieue Nord,1958,1,172100
97,4,Centre-Ville,1956,0,560900
53,1,Quartier Résidentiel,1977,0,211200
